sales_date,order_id,product_name,category,price,quantity,total,discount,shipping_fee,total_sales,customer_name,customer_address,channel,rating,status
2025-06-26,P09725,Sabun Mandi,Pembersih,7000,2,14000,0,20000,34000,Ulya,Surabaya,Online - Toko Hijau,1,Returned
2025-06-26,P09726,Kopi,Makanan,25000,3,75000,0,13000,88000,Stefan,Tangerang,Online - Toko Hijau,4,Failed
2025-06-26,P09727,Pembersih Wajah,Perawatan,12000,2,24000,0,12000,36000,Jamil,Bekasi,Offline,3,Success
2025-06-26,P09728,Minyak Goreng,Makanan,18000,1,18000,0,15000,33000,Meli,Jakarta,Offline,4,Failed
2025-06-26,P09729,Pembersih Lantai,Pembersih,8000,2,16000,0,15000,31000,Lestari,Semarang,Online - Toko Oren,2,Failed
2025-06-26,P09730,Pembersih Wajah,Perawatan,12000,1,12000,0,22000,34000,Ika,Makassar,Offline,4,Success
2025-06-26,P09731,Kopi,Makanan,25000,1,25000,0,13000,38000,Umar,Tangerang,Offline,1,Returned
2025-06-26,P09732,Pasta Gigi,Perawatan,15000,1,15000,0,20000,35000,Stefan,Malang,Online - Toko Hijau,1,Success
2025-06-26,P09733,Shampo,Perawatan,20000,1,20000,0,20000,40000,Ulya,Surabaya,Offline,5,Success
2025-06-26,P09734,Pembersih Wajah,Perawatan,12000,1,12000,0,10000,22000,Jaya,Depok,Online - Toko Hijau,4,Pending
2025-06-26,P09735,Pasta Gigi,Perawatan,15000,2,30000,0,25000,55000,Beni,Bali,Online - Toko Oren,3,Failed
2025-06-26,P09736,Pembersih Wajah,Perawatan,12000,2,24000,0,15000,39000,Putri,Semarang,Online - Toko Hijau,3,Returned
2025-06-26,P09737,Minyak Goreng,Makanan,18000,2,36000,0,0,36000,Jaya,Bandung,Offline,2,Pending
2025-06-26,P09738,Sabun Mandi,Pembersih,7000,3,21000,0,30000,51000,Bintang,Samarinda,Offline,4,Failed
2025-06-26,P09739,Minyak Goreng,Makanan,18000,2,36000,0,25000,61000,Bobby,Bali,Online - Toko Oren,5,Pending
2025-06-26,P09740,Minyak Goreng,Makanan,18000,3,54000,0,0,54000,Gandhi,Bandung,Offline,2,Failed
2025-06-26,P09741,Pasta Gigi,Perawatan,15000,3,45000,0,20000,65000,Elisa,Malang,Online - Toko Hijau,1,Pending
2025-06-26,P09742,Pembersih Wajah,Perawatan,12000,2,24000,0,15000,39000,Vera,Jakarta,Offline,4,Success
2025-06-26,P09743,Pembersih Wajah,Perawatan,12000,3,36000,0,25000,61000,Zahra,Bali,Online - Toko Oren,4,Returned
2025-06-26,P09744,Teh,Makanan,15000,3,45000,0,18000,63000,Herry,Yogyakarta,Online - Toko Hijau,4,Failed
2025-06-26,P09745,Pembersih Lantai,Pembersih,8000,1,8000,0,22000,30000,Yusuf,Makassar,Online - Toko Oren,1,Returned
2025-06-26,P09746,Shampo,Perawatan,20000,3,60000,0,30000,90000,Rudi,Samarinda,Online - Toko Oren,4,Success
2025-06-27,P09747,Pembersih Lantai,Pembersih,8000,2,16000,0,15000,31000,Nia,Semarang,Offline,3,Failed
2025-06-27,P09748,Kopi,Makanan,25000,3,75000,0,10000,85000,Wahyu,Depok,Online - Toko Hijau,3,Returned
2025-06-27,P09749,Kopi,Makanan,25000,2,50000,0,25000,75000,Elisa,Medan,Offline,1,Pending
2025-06-27,P09750,Pembersih Wajah,Perawatan,12000,2,24000,0,12000,36000,Nadia,Bogor,Online - Toko Hijau,1,Failed
2025-06-27,P09751,Kopi,Makanan,25000,2,50000,0,20000,70000,Rudi,Malang,Online - Toko Oren,1,Returned
2025-06-27,P09752,Teh,Makanan,15000,3,45000,0,30000,75000,Pandu,Samarinda,Online - Toko Hijau,5,Pending
2025-06-27,P09753,Kopi,Makanan,25000,2,50000,0,15000,65000,Rudi,Semarang,Online - Toko Hijau,1,Returned
2025-06-27,P09754,Kopi,Makanan,25000,3,75000,0,13000,88000,Kirana,Tangerang,Offline,3,Returned
2025-06-27,P09755,Teh,Makanan,15000,2,30000,0,13000,43000,Santi,Tangerang,Offline,2,Returned
2025-06-27,P09756,Deterjen,Pembersih,10000,2,20000,0,22000,42000,Dicky,Makassar,Offline,2,Success
2025-06-27,P09757,Teh,Makanan,15000,3,45000,0,18000,63000,Zara,Yogyakarta,Online - Toko Oren,1,Success
2025-06-27,P09758,Teh,Makanan,15000,2,30000,0,18000,48000,Kiki,Palembang,Offline,4,Pending
2025-06-27,P09759,Pembersih Lantai,Pembersih,8000,1,8000,0,22000,30000,Hadi,Makassar,Online - Toko Oren,5,Returned
2025-06-27,P09760,Pasta Gigi,Perawatan,15000,1,15000,0,25000,40000,Gilang,Bali,Online - Toko Hijau,3,Returned
2025-06-27,P09761,Kopi,Makanan,25000,3,75000,0,0,75000,Siska,Bandung,Online - Toko Hijau,5,Pending
2025-06-27,P09762,Teh,Makanan,15000,1,15000,0,0,15000,Zara,Bandung,Offline,1,Pending
2025-06-27,P09763,Kopi,Makanan,25000,2,50000,0,12000,62000,Omar,Bogor,Online - Toko Hijau,1,Pending
2025-06-27,P09764,Teh,Makanan,15000,3,45000,0,0,45000,Tina,Bandung,Offline,3,Success
2025-06-27,P09765,Sabun Cuci,Pembersih,5000,3,15000,0,25000,40000,Putri,Medan,Online - Toko Hijau,2,Pending
2025-06-27,P09766,Pembersih Lantai,Pembersih,8000,1,8000,0,25000,33000,Iwan,Medan,Online - Toko Oren,3,Pending
2025-06-27,P09767,Deterjen,Pembersih,10000,3,30000,0,20000,50000,Pandu,Malang,Offline,4,Success
2025-06-27,P09768,Minyak Goreng,Makanan,18000,3,54000,0,18000,72000,Siska,Yogyakarta,Online - Toko Oren,1,Failed
2025-06-27,P09769,Sabun Mandi,Pembersih,7000,3,21000,0,15000,36000,Petrus,Jakarta,Offline,5,Returned
2025-06-27,P09770,Pembersih Lantai,Pembersih,8000,3,24000,0,22000,46000,Zenia,Makassar,Online - Toko Hijau,5,Success
2025-06-27,P09771,Minyak Goreng,Makanan,18000,3,54000,0,0,54000,Putri,Bandung,Online - Toko Hijau,5,Success
2025-06-27,P09772,Pembersih Wajah,Perawatan,12000,1,12000,0,10000,22000,Fadli,Depok,Online - Toko Hijau,5,Returned
2025-06-27,P09773,Kopi,Makanan,25000,2,50000,0,13000,63000,Vira,Tangerang,Online - Toko Oren,1,Failed
2025-06-27,P09774,Pembersih Lantai,Pembersih,8000,1,8000,0,15000,23000,Dewa,Jakarta,Online - Toko Oren,3,Returned
2025-06-27,P09775,Teh,Makanan,15000,2,30000,0,30000,60000,Mira,Samarinda,Offline,3,Returned
2025-06-27,P09776,Pembersih Lantai,Pembersih,8000,3,24000,0,13000,37000,Oki,Tangerang,Online - Toko Oren,3,Success
2025-06-27,P09777,Teh,Makanan,15000,2,30000,0,20000,50000,Dina,Malang,Offline,3,Failed
2025-06-27,P09778,Deterjen,Pembersih,10000,3,30000,0,22000,52000,Fiona,Makassar,Online - Toko Oren,2,Returned
2025-06-27,P09779,Minyak Goreng,Makanan,18000,2,36000,0,20000,56000,Beni,Malang,Offline,1,Failed
2025-06-27,P09780,Kopi,Makanan,25000,1,25000,0,18000,43000,Zahra,Palembang,Online - Toko Oren,1,Returned
2025-06-27,P09781,Sabun Cuci,Pembersih,5000,3,15000,0,10000,25000,Udin,Depok,Online - Toko Oren,2,Returned
2025-06-27,P09782,Minyak Goreng,Makanan,18000,2,36000,0,10000,46000,Oto,Depok,Online - Toko Oren,4,Returned
2025-06-27,P09783,Sabun Cuci,Pembersih,5000,1,5000,0,30000,35000,Taufik,Samarinda,Offline,2,Pending
2025-06-27,P09784,Shampo,Perawatan,20000,1,20000,0,13000,33000,Jaya,Tangerang,Offline,2,Returned
2025-06-27,P09785,Sabun Cuci,Pembersih,5000,2,10000,0,20000,30000,Hana,Surabaya,Online - Toko Hijau,3,Returned
2025-06-27,P09786,Minyak Goreng,Makanan,18000,3,54000,0,10000,64000,Vera,Depok,Online - Toko Oren,4,Failed
2025-06-27,P09787,Minyak Goreng,Makanan,18000,3,54000,0,25000,79000,Zara,Medan,Online - Toko Oren,5,Failed
2025-06-27,P09788,Kopi,Makanan,25000,3,75000,0,22000,97000,Mutiara,Makassar,Offline,2,Success
2025-06-27,P09789,Shampo,Perawatan,20000,1,20000,0,12000,32000,Shinta,Bekasi,Online - Toko Oren,1,Pending
2025-06-27,P09790,Pembersih Lantai,Pembersih,8000,1,8000,0,25000,33000,Sari,Medan,Online - Toko Hijau,2,Returned
2025-06-27,P09791,Teh,Makanan,15000,2,30000,0,25000,55000,Yuni,Bali,Online - Toko Hijau,2,Failed
2025-06-27,P09792,Pembersih Wajah,Perawatan,12000,1,12000,0,30000,42000,Juli,Samarinda,Online - Toko Oren,5,Failed
2025-06-27,P09793,Pembersih Wajah,Perawatan,12000,1,12000,0,15000,27000,Kiki,Semarang,Online - Toko Hijau,5,Success
2025-06-28,P09794,Shampo,Perawatan,20000,2,40000,0,10000,50000,Pandu,Depok,Online - Toko Hijau,3,Failed
2025-06-28,P09795,Sabun Mandi,Pembersih,7000,2,14000,0,13000,27000,Tina,Tangerang,Offline,3,Failed
2025-06-28,P09796,Pembersih Wajah,Perawatan,12000,2,24000,0,10000,34000,Arief,Depok,Offline,2,Pending
2025-06-28,P09797,Shampo,Perawatan,20000,2,40000,0,15000,55000,Kiki,Semarang,Offline,1,Success
2025-06-28,P09798,Sabun Mandi,Pembersih,7000,2,14000,0,13000,27000,Arief,Tangerang,Online - Toko Hijau,3,Pending
2025-06-28,P09799,Sabun Mandi,Pembersih,7000,3,21000,0,15000,36000,Wira,Semarang,Online - Toko Hijau,5,Failed
2025-06-28,P09800,Kopi,Makanan,25000,2,50000,0,15000,65000,Gilang,Jakarta,Offline,5,Success
2025-06-28,P09801,Minyak Goreng,Makanan,18000,3,54000,0,15000,69000,Sari,Jakarta,Offline,3,Failed
2025-06-28,P09802,Kopi,Makanan,25000,2,50000,0,10000,60000,Bintang,Depok,Online - Toko Oren,1,Pending
2025-06-28,P09803,Pembersih Wajah,Perawatan,12000,1,12000,0,12000,24000,Iwan,Bekasi,Offline,3,Returned
2025-06-28,P09804,Sabun Mandi,Pembersih,7000,2,14000,0,10000,24000,Herry,Depok,Offline,5,Pending
2025-06-28,P09805,Sabun Cuci,Pembersih,5000,3,15000,0,15000,30000,Ocha,Semarang,Online - Toko Hijau,3,Failed
2025-06-28,P09806,Kopi,Makanan,25000,3,75000,0,10000,85000,Gandhi,Depok,Online - Toko Hijau,3,Pending
2025-06-28,P09807,Sabun Mandi,Pembersih,7000,3,21000,0,20000,41000,Cahya,Surabaya,Online - Toko Hijau,1,Failed
2025-06-28,P09808,Teh,Makanan,15000,2,30000,0,12000,42000,Umi,Bekasi,Offline,1,Returned
2025-06-28,P09809,Minyak Goreng,Makanan,18000,1,18000,0,13000,31000,Vera,Tangerang,Online - Toko Oren,4,Success
2025-06-28,P09810,Pasta Gigi,Perawatan,15000,2,30000,0,20000,50000,Gina,Surabaya,Online - Toko Hijau,5,Pending
2025-06-28,P09811,Sabun Mandi,Pembersih,7000,3,21000,0,25000,46000,Joko,Bali,Online - Toko Oren,4,Pending
2025-06-28,P09812,Minyak Goreng,Makanan,18000,3,54000,0,22000,76000,Tian,Makassar,Online - Toko Hijau,2,Returned
2025-06-28,P09813,Pembersih Lantai,Pembersih,8000,1,8000,0,12000,20000,Oki,Bogor,Online - Toko Oren,2,Success
2025-06-28,P09814,Pasta Gigi,Perawatan,15000,1,15000,0,18000,33000,Arief,Palembang,Online - Toko Hijau,5,Failed
2025-06-28,P09815,Minyak Goreng,Makanan,18000,3,54000,0,25000,79000,Nia,Medan,Online - Toko Oren,2,Success
2025-06-28,P09816,Kopi,Makanan,25000,3,75000,0,30000,105000,Tegar,Samarinda,Online - Toko Oren,3,Returned
2025-06-28,P09817,Pembersih Wajah,Perawatan,12000,2,24000,0,25000,49000,Eka,Medan,Online - Toko Oren,5,Returned
2025-06-28,P09818,Minyak Goreng,Makanan,18000,3,54000,0,18000,72000,Yusuf,Yogyakarta,Online - Toko Oren,5,Success
2025-06-28,P09819,Pembersih Wajah,Perawatan,12000,3,36000,0,15000,51000,Siska,Semarang,Offline,1,Success
2025-06-28,P09820,Kopi,Makanan,25000,1,25000,0,12000,37000,Rina,Bekasi,Online - Toko Oren,3,Failed
2025-06-28,P09821,Minyak Goreng,Makanan,18000,3,54000,0,15000,69000,Citra,Jakarta,Online - Toko Hijau,4,Returned
2025-06-28,P09822,Teh,Makanan,15000,2,30000,0,25000,55000,Siska,Medan,Online - Toko Oren,1,Failed
2025-06-28,P09823,Shampo,Perawatan,20000,2,40000,0,12000,52000,Omar,Bekasi,Online - Toko Oren,5,Pending
2025-06-28,P09824,Minyak Goreng,Makanan,18000,3,54000,0,20000,74000,Petrus,Surabaya,Offline,4,Failed
2025-06-28,P09825,Sabun Mandi,Pembersih,7000,1,7000,0,22000,29000,Indah,Makassar,Online - Toko Oren,1,Success
2025-06-28,P09826,Pembersih Lantai,Pembersih,8000,3,24000,0,20000,44000,Maya,Malang,Offline,1,Pending
2025-06-28,P09827,Sabun Cuci,Pembersih,5000,3,15000,0,20000,35000,Ika,Malang,Offline,3,Pending
2025-06-28,P09828,Sabun Cuci,Pembersih,5000,2,10000,0,20000,30000,Juli,Malang,Online - Toko Hijau,4,Failed
2025-06-28,P09829,Sabun Mandi,Pembersih,7000,2,14000,0,12000,26000,Krisna,Bekasi,Online - Toko Hijau,1,Failed
2025-06-28,P09830,Pasta Gigi,Perawatan,15000,1,15000,0,13000,28000,Cahya,Tangerang,Online - Toko Oren,3,Success
2025-06-28,P09831,Teh,Makanan,15000,2,30000,0,18000,48000,Umar,Palembang,Online - Toko Hijau,2,Success
2025-06-28,P09832,Pasta Gigi,Perawatan,15000,2,30000,0,0,30000,Budi,Bandung,Online - Toko Hijau,4,Success
2025-06-28,P09833,Minyak Goreng,Makanan,18000,2,36000,0,12000,48000,Fikri,Bekasi,Online - Toko Hijau,4,Pending
2025-06-28,P09834,Pembersih Wajah,Perawatan,12000,2,24000,0,22000,46000,Krisna,Makassar,Offline,5,Failed
2025-06-28,P09835,Minyak Goreng,Makanan,18000,2,36000,0,25000,61000,Vina,Bali,Online - Toko Hijau,5,Pending
2025-06-28,P09836,Pembersih Lantai,Pembersih,8000,3,24000,0,13000,37000,Vian,Tangerang,Offline,2,Failed
2025-06-28,P09837,Minyak Goreng,Makanan,18000,3,54000,0,0,54000,Dina,Bandung,Offline,3,Failed
2025-06-28,P09838,Pembersih Wajah,Perawatan,12000,3,36000,0,15000,51000,Jaya,Jakarta,Online - Toko Hijau,2,Failed
2025-06-28,P09839,Pembersih Wajah,Perawatan,12000,1,12000,0,18000,30000,Indah,Yogyakarta,Online - Toko Hijau,3,Failed
2025-06-28,P09840,Sabun Cuci,Pembersih,5000,2,10000,0,18000,28000,Oki,Palembang,Offline,3,Returned
2025-06-28,P09841,Deterjen,Pembersih,10000,2,20000,0,12000,32000,Wira,Bekasi,Offline,3,Failed
2025-06-29,P09842,Kopi,Makanan,25000,2,50000,0,25000,75000,Mira,Bali,Online - Toko Hijau,1,Failed
2025-06-29,P09843,Minyak Goreng,Makanan,18000,1,18000,0,22000,40000,Tian,Makassar,Online - Toko Oren,4,Pending
2025-06-29,P09844,Pembersih Lantai,Pembersih,8000,2,16000,0,18000,34000,Vian,Palembang,Online - Toko Hijau,5,Pending
2025-06-29,P09845,Sabun Cuci,Pembersih,5000,2,10000,0,25000,35000,Fadli,Medan,Online - Toko Hijau,1,Success
2025-06-29,P09846,Shampo,Perawatan,20000,1,20000,0,12000,32000,Anisa,Bekasi,Online - Toko Hijau,3,Pending
2025-06-29,P09847,Minyak Goreng,Makanan,18000,3,54000,0,18000,72000,Oki,Yogyakarta,Online - Toko Oren,3,Success
2025-06-29,P09848,Pasta Gigi,Perawatan,15000,3,45000,0,10000,55000,Yusra,Depok,Offline,2,Returned
2025-06-29,P09849,Teh,Makanan,15000,2,30000,0,15000,45000,Bintang,Semarang,Online - Toko Oren,2,Failed
2025-06-29,P09850,Pasta Gigi,Perawatan,15000,3,45000,0,13000,58000,Anisa,Tangerang,Offline,3,Success
2025-06-29,P09851,Sabun Cuci,Pembersih,5000,3,15000,0,10000,25000,Tina,Depok,Online - Toko Oren,2,Success
2025-06-29,P09852,Sabun Cuci,Pembersih,5000,3,15000,0,18000,33000,Siska,Palembang,Offline,4,Pending
2025-06-29,P09853,Deterjen,Pembersih,10000,3,30000,0,12000,42000,Bintang,Bekasi,Online - Toko Oren,3,Success
2025-06-29,P09854,Minyak Goreng,Makanan,18000,2,36000,0,10000,46000,Ocha,Depok,Offline,1,Pending
2025-06-29,P09855,Kopi,Makanan,25000,2,50000,0,13000,63000,Oto,Tangerang,Online - Toko Hijau,4,Failed
2025-06-29,P09856,Teh,Makanan,15000,2,30000,0,0,30000,Maya,Bandung,Online - Toko Oren,5,Failed
2025-06-29,P09857,Teh,Makanan,15000,1,15000,0,25000,40000,Dewa,Bali,Online - Toko Hijau,4,Success
2025-06-29,P09858,Shampo,Perawatan,20000,1,20000,0,22000,42000,Fikri,Makassar,Online - Toko Hijau,4,Returned
2025-06-29,P09859,Shampo,Perawatan,20000,3,60000,0,13000,73000,Zara,Tangerang,Online - Toko Hijau,5,Returned
2025-06-29,P09860,Kopi,Makanan,25000,3,75000,0,13000,88000,Bobby,Tangerang,Online - Toko Oren,4,Returned
2025-06-29,P09861,Pembersih Wajah,Perawatan,12000,2,24000,0,18000,42000,Zahra,Yogyakarta,Online - Toko Hijau,1,Failed
2025-06-29,P09862,Sabun Cuci,Pembersih,5000,2,10000,0,25000,35000,Pandu,Bali,Online - Toko Oren,5,Pending
2025-06-29,P09863,Pembersih Lantai,Pembersih,8000,3,24000,0,12000,36000,Kiki,Bekasi,Online - Toko Hijau,5,Pending
2025-06-29,P09864,Minyak Goreng,Makanan,18000,3,54000,0,20000,74000,Wira,Malang,Online - Toko Oren,1,Pending
2025-06-29,P09865,Teh,Makanan,15000,1,15000,0,15000,30000,Siska,Semarang,Offline,2,Failed
2025-06-29,P09866,Shampo,Perawatan,20000,3,60000,0,20000,80000,Vera,Malang,Online - Toko Oren,2,Success
2025-06-29,P09867,Pembersih Wajah,Perawatan,12000,2,24000,0,18000,42000,Sari,Palembang,Offline,3,Returned
2025-06-29,P09868,Pasta Gigi,Perawatan,15000,2,30000,0,12000,42000,Iwan,Bogor,Offline,1,Success
2025-06-29,P09869,Pasta Gigi,Perawatan,15000,3,45000,0,20000,65000,Nico,Surabaya,Online - Toko Hijau,1,Success
2025-06-29,P09870,Minyak Goreng,Makanan,18000,2,36000,0,13000,49000,Citra,Tangerang,Offline,1,Returned
2025-06-29,P09871,Sabun Mandi,Pembersih,7000,3,21000,0,15000,36000,Krisna,Jakarta,Offline,3,Pending
2025-06-29,P09872,Pasta Gigi,Perawatan,15000,3,45000,0,18000,63000,Gilang,Yogyakarta,Online - Toko Hijau,5,Success
2025-06-29,P09873,Pasta Gigi,Perawatan,15000,2,30000,0,20000,50000,Santi,Malang,Online - Toko Oren,1,Pending
2025-06-29,P09874,Pembersih Lantai,Pembersih,8000,3,24000,0,12000,36000,Fikri,Bekasi,Online - Toko Hijau,5,Failed
2025-06-29,P09875,Kopi,Makanan,25000,3,75000,0,15000,90000,Eka,Jakarta,Online - Toko Hijau,3,Returned
2025-06-29,P09876,Kopi,Makanan,25000,3,75000,0,20000,95000,Petrus,Surabaya,Offline,2,Returned
2025-06-29,P09877,Pembersih Wajah,Perawatan,12000,3,36000,0,12000,48000,Cahya,Bekasi,Offline,3,Pending
2025-06-29,P09878,Pembersih Lantai,Pembersih,8000,3,24000,0,25000,49000,Nico,Medan,Online - Toko Oren,1,Failed
2025-06-29,P09879,Pembersih Lantai,Pembersih,8000,1,8000,0,12000,20000,Eli,Bogor,Online - Toko Hijau,1,Success
2025-06-29,P09880,Kopi,Makanan,25000,2,50000,0,15000,65000,Gita,Semarang,Offline,3,Pending
2025-06-29,P09881,Sabun Cuci,Pembersih,5000,2,10000,0,18000,28000,Bintang,Yogyakarta,Offline,5,Returned
2025-06-29,P09882,Sabun Cuci,Pembersih,5000,1,5000,0,12000,17000,Putri,Bekasi,Offline,5,Pending
2025-06-29,P09883,Shampo,Perawatan,20000,3,60000,0,12000,72000,Hadi,Bekasi,Online - Toko Hijau,2,Pending
2025-06-29,P09884,Deterjen,Pembersih,10000,2,20000,0,20000,40000,Arief,Malang,Online - Toko Oren,3,Pending
2025-06-29,P09885,Pembersih Lantai,Pembersih,8000,2,16000,0,22000,38000,Elisa,Makassar,Online - Toko Hijau,5,Success
2025-06-29,P09886,Kopi,Makanan,25000,1,25000,0,0,25000,Herry,Bandung,Online - Toko Oren,1,Success
2025-06-29,P09887,Kopi,Makanan,25000,1,25000,0,25000,50000,Taufik,Medan,Online - Toko Oren,3,Pending
2025-06-29,P09888,Shampo,Perawatan,20000,1,20000,0,22000,42000,Citra,Makassar,Online - Toko Oren,2,Pending
2025-06-29,P09889,Pembersih Wajah,Perawatan,12000,3,36000,0,12000,48000,Elisa,Bogor,Offline,1,Success
2025-06-29,P09890,Teh,Makanan,15000,3,45000,0,15000,60000,Farhan,Jakarta,Online - Toko Oren,2,Pending
2025-06-29,P09891,Kopi,Makanan,25000,2,50000,0,22000,72000,Lia,Makassar,Online - Toko Oren,5,Success
2025-06-29,P09892,Teh,Makanan,15000,2,30000,0,20000,50000,Fiona,Malang,Offline,5,Success
2025-06-29,P09893,Teh,Makanan,15000,3,45000,0,12000,57000,Mira,Bekasi,Online - Toko Oren,3,Success
2025-06-29,P09894,Sabun Mandi,Pembersih,7000,1,7000,0,20000,27000,Omar,Malang,Online - Toko Hijau,2,Pending
2025-06-29,P09895,Sabun Mandi,Pembersih,7000,2,14000,0,12000,26000,Budi,Bekasi,Online - Toko Hijau,4,Pending
2025-06-29,P09896,Pembersih Wajah,Perawatan,12000,2,24000,0,12000,36000,Widi,Bekasi,Online - Toko Oren,1,Pending
2025-06-29,P09897,Pembersih Wajah,Perawatan,12000,3,36000,0,25000,61000,Fikri,Medan,Online - Toko Hijau,4,Returned
2025-06-29,P09898,Deterjen,Pembersih,10000,3,30000,0,10000,40000,Dewa,Depok,Offline,2,Returned
2025-06-29,P09899,Sabun Cuci,Pembersih,5000,2,10000,0,25000,35000,Udin,Medan,Online - Toko Hijau,4,Failed
2025-06-29,P09900,Pembersih Wajah,Perawatan,12000,1,12000,0,10000,22000,Kiki,Depok,Offline,4,Failed
2025-06-29,P09901,Sabun Mandi,Pembersih,7000,1,7000,0,25000,32000,Zahra,Medan,Online - Toko Hijau,4,Pending
2025-06-29,P09902,Sabun Mandi,Pembersih,7000,1,7000,0,13000,20000,Ocha,Tangerang,Online - Toko Oren,1,Returned
2025-06-29,P09903,Minyak Goreng,Makanan,18000,2,36000,0,22000,58000,Vera,Makassar,Offline,5,Failed
2025-06-29,P09904,Pasta Gigi,Perawatan,15000,1,15000,0,0,15000,Eka,Bandung,Online - Toko Oren,2,Success
2025-06-29,P09905,Shampo,Perawatan,20000,2,40000,0,20000,60000,Aulia,Surabaya,Offline,2,Success
2025-06-29,P09906,Pasta Gigi,Perawatan,15000,1,15000,0,18000,33000,Juli,Yogyakarta,Online - Toko Hijau,5,Returned
2025-06-30,P09907,Pasta Gigi,Perawatan,15000,3,45000,0,25000,70000,Rina,Bali,Offline,2,Failed
2025-06-30,P09908,Teh,Makanan,15000,3,45000,0,25000,70000,Chandra,Bali,Online - Toko Hijau,2,Failed
2025-06-30,P09909,Minyak Goreng,Makanan,18000,3,54000,0,10000,64000,Riko,Depok,Offline,5,Success
2025-06-30,P09910,Pembersih Wajah,Perawatan,12000,2,24000,0,25000,49000,Omar,Bali,Offline,5,Pending
2025-06-30,P09911,Shampo,Perawatan,20000,2,40000,0,10000,50000,Sari,Depok,Online - Toko Hijau,1,Pending
2025-06-30,P09912,Kopi,Makanan,25000,1,25000,0,10000,35000,Jamil,Depok,Online - Toko Hijau,1,Failed
2025-06-30,P09913,Sabun Cuci,Pembersih,5000,2,10000,0,30000,40000,Dewa,Samarinda,Online - Toko Oren,3,Pending
2025-06-30,P09914,Pasta Gigi,Perawatan,15000,3,45000,0,22000,67000,Wira,Makassar,Online - Toko Hijau,4,Returned
2025-06-30,P09915,Deterjen,Pembersih,10000,2,20000,0,15000,35000,Zahra,Jakarta,Online - Toko Oren,4,Returned
2025-06-30,P09916,Pasta Gigi,Perawatan,15000,3,45000,0,12000,57000,Lina,Bogor,Online - Toko Hijau,1,Failed
2025-06-30,P09917,Shampo,Perawatan,20000,2,40000,0,15000,55000,Kiki,Jakarta,Offline,5,Pending
2025-06-30,P09918,Shampo,Perawatan,20000,3,60000,0,25000,85000,Wahyu,Medan,Offline,3,Success
2025-06-30,P09919,Pembersih Wajah,Perawatan,12000,3,36000,0,15000,51000,Kirana,Semarang,Online - Toko Oren,5,Pending
2025-06-30,P09920,Minyak Goreng,Makanan,18000,1,18000,0,10000,28000,Petrus,Depok,Online - Toko Hijau,2,Returned
2025-06-30,P09921,Sabun Cuci,Pembersih,5000,2,10000,0,12000,22000,Umi,Bekasi,Online - Toko Hijau,3,Returned
2025-06-30,P09922,Sabun Cuci,Pembersih,5000,2,10000,0,18000,28000,Lia,Yogyakarta,Online - Toko Oren,1,Pending
2025-06-30,P09923,Sabun Mandi,Pembersih,7000,1,7000,0,25000,32000,Joko,Medan,Online - Toko Oren,4,Pending
2025-06-30,P09924,Shampo,Perawatan,20000,3,60000,0,12000,72000,Budi,Bogor,Online - Toko Hijau,4,Success
2025-06-30,P09925,Pembersih Wajah,Perawatan,12000,3,36000,0,22000,58000,Fikri,Makassar,Online - Toko Hijau,3,Failed
2025-06-30,P09926,Shampo,Perawatan,20000,3,60000,0,25000,85000,Eka,Medan,Online - Toko Hijau,1,Success
2025-06-30,P09927,Sabun Mandi,Pembersih,7000,2,14000,0,12000,26000,Chandra,Bekasi,Online - Toko Oren,5,Returned
2025-06-30,P09928,Sabun Mandi,Pembersih,7000,1,7000,0,22000,29000,Maya,Makassar,Offline,1,Failed
2025-06-30,P09929,Minyak Goreng,Makanan,18000,2,36000,0,25000,61000,Yuni,Medan,Online - Toko Hijau,3,Success
2025-06-30,P09930,Sabun Mandi,Pembersih,7000,2,14000,0,25000,39000,Tian,Medan,Online - Toko Hijau,3,Failed
2025-06-30,P09931,Kopi,Makanan,25000,1,25000,0,25000,50000,Bintang,Bali,Offline,3,Pending
2025-06-30,P09932,Kopi,Makanan,25000,2,50000,0,10000,60000,Vina,Depok,Online - Toko Oren,3,Returned
2025-06-30,P09933,Pembersih Lantai,Pembersih,8000,2,16000,0,25000,41000,Lestari,Bali,Offline,3,Returned
2025-06-30,P09934,Pembersih Wajah,Perawatan,12000,1,12000,0,22000,34000,Cahya,Makassar,Offline,4,Success
2025-06-30,P09935,Pembersih Wajah,Perawatan,12000,1,12000,0,20000,32000,Gandhi,Surabaya,Online - Toko Hijau,3,Pending
2025-06-30,P09936,Pembersih Wajah,Perawatan,12000,2,24000,0,15000,39000,Kenny,Semarang,Online - Toko Oren,4,Returned
2025-06-30,P09937,Pasta Gigi,Perawatan,15000,1,15000,0,13000,28000,Yusra,Tangerang,Online - Toko Oren,5,Returned
2025-06-30,P09938,Kopi,Makanan,25000,3,75000,0,15000,90000,Eka,Semarang,Online - Toko Oren,2,Pending
2025-06-30,P09939,Pembersih Lantai,Pembersih,8000,1,8000,0,22000,30000,Nia,Makassar,Offline,4,Success
2025-06-30,P09940,Pembersih Wajah,Perawatan,12000,3,36000,0,15000,51000,Wira,Semarang,Offline,4,Pending
2025-06-30,P09941,Sabun Mandi,Pembersih,7000,2,14000,0,13000,27000,Fiona,Tangerang,Online - Toko Hijau,1,Pending
