Order ID,Order Date,Customer Name,City,Product Name,Unit Price,Quantity,Discount (%),Subtotal,Discount Amount,Total Sales,Shipping Fee,Grand Total,Payment Method,Order Status,Platform,Customer Rating,Jenis Kelamin
ORD01459,2025-03-26 00:00:52,Eka Iskandar,Surabaya,Tepung Terigu - Brand B,12000,3,5,,,,74000,,e-Wallet,,TokTok,5,Perempuan
ORD00414,2025-03-26 05:22:29,Bella Hidayat,Medan,Tepung Terigu - Brand C,14000,5,0,,,,79000,,Kartu Kredit,,Toko Biru,4,Perempuan
ORD00414,2025-03-26 05:22:29,Bella Hidayat,Medan,Garam - Brand A,4000,1,5,,,,0,,Kartu Kredit,,Toko Biru,4,Perempuan
ORD01488,2025-03-26 06:09:57,Ani Puspita,Palu,Tepung Terigu - Brand C,14000,4,0,,,,67000,,Transfer Bank,,Toko Biru,1,Perempuan
ORD00172,2025-03-26 10:42:53,Eka Kurniawan,Palu,Daging Ayam - Brand B,40000,2,10,,,,67000,,COD,,TokTok,2,Perempuan
ORD01388,2025-03-26 11:43:44,Clara Pradipta,Jakarta,Daging Ayam - Brand C,45000,1,15,,,,97000,,Kartu Kredit,,Toko Orange,1,Perempuan
ORD00323,2025-03-27 01:41:27,Ani Maulana,Nabire,Bawang Merah - Brand A,30000,2,10,,,,89000,,COD,,Toko Ungu,1,Perempuan
ORD01016,2025-03-27 02:44:00,Aulia Pradipta,Yogyakarta,Bawang Merah - Brand B,35000,4,20,,,,78000,,Kartu Kredit,,Toko Biru,5,Perempuan
ORD01806,2025-03-27 03:41:22,Vina Maulana,Wamena,Telur Ayam - Brand B,25000,1,20,,,,15000,,Kartu Kredit,,Toko Ungu,5,Perempuan
ORD01776,2025-03-27 03:46:01,Galih Puspita,Manado,Telur Ayam - Brand C,28000,2,20,,,,93000,,e-Wallet,,Toko Hijau,1,Laki-laki
ORD00306,2025-03-27 09:02:38,Fitri Wijaya,Serang,Susu Bubuk - Brand A,45000,3,15,,,,57000,,Transfer Bank,,Toko Ungu,3,Perempuan
ORD00306,2025-03-27 09:02:38,Fitri Wijaya,Serang,Garam - Brand A,4000,2,0,,,,0,,Transfer Bank,,Toko Ungu,3,Perempuan
ORD01211,2025-03-27 10:12:25,Gita Utami,Pangkalpinang,Daging Ayam - Brand B,40000,1,15,,,,18000,,COD,,TokTok,5,Perempuan
ORD01254,2025-03-27 10:54:39,Ani Budiman,Bengkulu,Beras - Brand C,16000,1,5,,,,72000,,Transfer Bank,,Toko Ungu,5,Perempuan
ORD00537,2025-03-27 18:50:14,Vina Kurniawan,Yogyakarta,Susu Bubuk - Brand A,45000,3,15,,,,78000,,Kartu Kredit,,Toko Ungu,5,Perempuan
ORD01009,2025-03-27 20:43:53,Made Kusuma,Makassar,Garam - Brand B,5000,2,10,,,,84000,,Kartu Kredit,,Toko Hijau,1,Laki-laki
ORD01502,2025-03-27 22:26:13,Kartika Saputra,Palu,Tepung Terigu - Brand A,10000,3,20,,,,67000,,e-Wallet,,TokTok,1,Perempuan
ORD00856,2025-03-28 08:19:25,Made Santoso,Medan,Minyak Goreng - Brand A,16000,5,15,,,,79000,,e-Wallet,,Toko Orange,4,Laki-laki
ORD01188,2025-03-28 15:50:12,Dina Halim,Wamena,Garam - Brand C,6000,2,10,,,,15000,,Transfer Bank,,Toko Hijau,5,Perempuan
ORD01040,2025-03-28 21:14:26,Lestari Budiman,Pontianak,Bawang Merah - Brand B,35000,1,20,,,,85000,,Transfer Bank,,TokTok,4,Perempuan
ORD01721,2025-03-28 23:32:59,Sari Hidayat,Semarang,Bawang Merah - Brand B,35000,4,15,,,,76000,,COD,,Toko Hijau,1,Perempuan
ORD00163,2025-03-29 00:31:07,Gita Syahputra,Merauke,Tepung Terigu - Brand A,10000,5,0,,,,59000,,e-Wallet,,Toko Orange,4,Perempuan
ORD00163,2025-03-29 00:31:07,Gita Syahputra,Merauke,Daging Ayam - Brand B,40000,3,20,,,,0,,e-Wallet,,Toko Orange,4,Perempuan
ORD01843,2025-03-29 05:14:27,Bella Hidayat,Medan,Susu Bubuk - Brand C,55000,5,10,,,,79000,,COD,,Toko Biru,4,Perempuan
ORD00886,2025-03-29 07:54:16,Galih Iskandar,Ambon,Beras - Brand C,16000,4,20,,,,49000,,Kartu Kredit,,Toko Ungu,2,Laki-laki
ORD01478,2025-03-29 08:47:13,Dewi Syahputra,Manokwari,Tepung Terigu - Brand A,10000,3,5,,,,18000,,e-Wallet,,Toko Hijau,3,Perempuan
ORD01150,2025-03-29 14:20:33,Aulia Hidayat,Pangkalpinang,Tepung Terigu - Brand A,10000,4,5,,,,18000,,Transfer Bank,,Toko Biru,4,Perempuan
ORD00596,2025-03-29 15:22:48,Clara Ramadhani,Tanjungpinang,Beras - Brand C,16000,2,20,,,,48000,,e-Wallet,,Toko Orange,2,Perempuan
ORD01276,2025-03-30 05:43:44,Citra Rahmawati,Sofifi,Beras - Brand A,14000,2,5,,,,50000,,Kartu Kredit,,Toko Orange,3,Perempuan
ORD01632,2025-03-30 11:46:34,Nanda Halim,Pekanbaru,Garam - Brand A,4000,3,10,,,,49000,,COD,,TokTok,4,Laki-laki
ORD00813,2025-03-30 12:16:04,Dina Kurniawan,Sorong,Beras - Brand B,15000,5,10,,,,87000,,e-Wallet,,Toko Orange,4,Perempuan
ORD01301,2025-03-30 20:01:28,Clara Puspita,Medan,Susu Bubuk - Brand A,45000,1,20,,,,79000,,Transfer Bank,,TokTok,3,Perempuan
ORD01402,2025-03-31 05:10:04,Tono Hidayat,Pangkalpinang,Garam - Brand B,5000,1,0,,,,18000,,Kartu Kredit,,TokTok,1,Laki-laki
ORD00750,2025-03-31 18:38:01,Erna Setiawan,Denpasar,Daging Ayam - Brand A,35000,3,20,,,,80000,,Transfer Bank,,Toko Biru,1,Perempuan
ORD01317,2025-03-31 19:03:47,Indra Rahmawati,Manokwari,Bawang Merah - Brand B,35000,4,5,,,,18000,,e-Wallet,,Toko Biru,3,Laki-laki
ORD01279,2025-04-01 04:10:32,Wahyu Budiman,Tanjungpinang,Bawang Merah - Brand A,30000,5,20,,,,48000,,COD,,Toko Orange,2,Laki-laki
ORD01083,2025-04-01 04:14:59,Citra Rahmawati,Sofifi,Daging Ayam - Brand C,45000,5,15,,,,50000,,Transfer Bank,,Toko Hijau,1,Perempuan
ORD00341,2025-04-01 06:20:46,Citra Kurniawan,Merauke,Bawang Merah - Brand B,35000,1,20,,,,59000,,e-Wallet,,Toko Ungu,1,Perempuan
ORD00363,2025-04-01 11:59:06,Qori Halim,Pekanbaru,Garam - Brand B,5000,1,20,,,,49000,,COD,,Toko Ungu,1,Perempuan
ORD01348,2025-04-01 12:22:07,Yani Maulana,Yogyakarta,Beras - Brand A,14000,3,15,,,,78000,,Transfer Bank,,Toko Ungu,4,Perempuan
ORD00436,2025-04-02 17:45:19,Dewi Maulana,Mataram,Daging Ayam - Brand B,40000,4,10,,,,56000,,e-Wallet,,Toko Ungu,1,Perempuan
ORD01076,2025-04-03 01:05:32,Tono Hidayat,Pangkalpinang,Tepung Terigu - Brand B,12000,4,0,,,,18000,,e-Wallet,,Toko Orange,1,Laki-laki
ORD00160,2025-04-03 04:02:23,Erna Pradipta,Bandung,Minyak Goreng - Brand B,17000,2,15,,,,0,,e-Wallet,,Toko Biru,2,Perempuan
ORD00806,2025-04-03 04:49:05,Yani Setiawan,Semarang,Garam - Brand B,5000,1,10,,,,76000,,e-Wallet,,Toko Ungu,1,Perempuan
ORD00470,2025-04-03 05:12:50,Ani Maulana,Nabire,Minyak Goreng - Brand B,17000,2,20,,,,89000,,Kartu Kredit,,Toko Hijau,5,Perempuan
ORD01274,2025-04-03 06:39:18,Fitri Saputra,Jakarta,Minyak Goreng - Brand B,17000,4,10,,,,97000,,Transfer Bank,,Toko Orange,1,Perempuan
ORD01527,2025-04-03 13:51:10,Zahra Pradipta,Nabire,Daging Ayam - Brand A,35000,4,10,,,,89000,,Kartu Kredit,,TokTok,4,Perempuan
ORD01219,2025-04-03 23:55:48,Zahra Wijaya,Jayapura,Daging Ayam - Brand C,45000,1,10,,,,30000,,Kartu Kredit,,Toko Biru,4,Perempuan
ORD01445,2025-04-04 03:16:24,Yoga Nugroho,Banda Aceh,Daging Ayam - Brand C,45000,3,10,,,,18000,,Transfer Bank,,TokTok,3,Laki-laki
ORD00349,2025-04-04 05:08:49,Lestari Fauziah,Banjarbaru,Gula Pasir - Brand B,17000,4,15,,,,55000,,Transfer Bank,,Toko Orange,2,Perempuan
ORD00349,2025-04-04 05:08:49,Lestari Fauziah,Banjarbaru,Telur Ayam - Brand B,25000,5,10,,,,0,,Transfer Bank,,Toko Orange,2,Perempuan
ORD01450,2025-04-04 07:51:06,Rizky Puspita,Medan,Susu Bubuk - Brand C,55000,1,5,,,,79000,,Transfer Bank,,Toko Ungu,2,Laki-laki
ORD01577,2025-04-04 13:08:11,Dewi Budiman,Kupang,Tepung Terigu - Brand C,14000,2,10,,,,21000,,COD,,Toko Biru,2,Perempuan
ORD01772,2025-04-04 21:10:27,Yani Nugroho,Palembang,Minyak Goreng - Brand B,17000,5,10,,,,17000,,e-Wallet,,Toko Hijau,1,Perempuan
ORD01484,2025-04-04 23:09:29,Ani Hidayat,Samarinda,Susu Bubuk - Brand A,45000,4,15,,,,43000,,COD,,Toko Ungu,4,Perempuan
ORD01416,2025-04-05 02:14:15,Zahra Kusuma,Tanjung Selor,Bawang Merah - Brand C,40000,2,15,,,,26000,,Kartu Kredit,,Toko Orange,3,Perempuan
ORD00949,2025-04-05 07:13:11,Fitri Wijaya,Serang,Daging Ayam - Brand B,40000,5,0,,,,57000,,Transfer Bank,,TokTok,5,Perempuan
ORD01818,2025-04-05 07:55:04,Aulia Iskandar,Surabaya,Gula Pasir - Brand A,16000,4,5,,,,74000,,COD,,Toko Hijau,5,Perempuan
ORD01021,2025-04-05 08:15:42,Zahra Kurniawan,Wamena,Daging Ayam - Brand A,35000,2,0,,,,15000,,Kartu Kredit,,TokTok,1,Perempuan
ORD00606,2025-04-05 16:55:50,Gita Ramadhani,Palangka Raya,Garam - Brand C,6000,3,20,,,,50000,,e-Wallet,,Toko Hijau,1,Perempuan
ORD01296,2025-04-06 00:43:52,Clara Setiawan,Manokwari,Telur Ayam - Brand B,25000,2,5,,,,18000,,COD,,Toko Hijau,4,Perempuan
ORD00838,2025-04-06 14:32:03,Budi Saputra,Mataram,Telur Ayam - Brand A,22000,1,10,,,,56000,,Transfer Bank,,Toko Biru,3,Laki-laki
ORD01194,2025-04-06 22:31:26,Indra Ananda,Makassar,Gula Pasir - Brand A,16000,4,0,,,,84000,,Kartu Kredit,,Toko Orange,1,Laki-laki
ORD00728,2025-04-07 02:37:16,Qori Ananda,Sofifi,Telur Ayam - Brand A,22000,1,10,,,,50000,,e-Wallet,,TokTok,4,Perempuan
ORD01608,2025-04-07 02:52:18,Bella Nugroho,Banjarbaru,Beras - Brand C,16000,2,15,,,,55000,,Transfer Bank,,Toko Orange,4,Perempuan
ORD00603,2025-04-07 11:26:02,Bella Budiman,Palembang,Bawang Merah - Brand B,35000,3,5,,,,17000,,COD,,Toko Ungu,5,Perempuan
ORD00251,2025-04-07 18:15:01,Putri Saputra,Pontianak,Gula Pasir - Brand A,16000,2,0,,,,85000,,Kartu Kredit,,Toko Hijau,1,Perempuan
ORD00787,2025-04-08 01:01:18,Yani Ananda,Mataram,Bawang Merah - Brand B,35000,3,0,,,,56000,,Kartu Kredit,,Toko Orange,1,Perempuan
ORD01107,2025-04-08 02:30:39,Tono Fauziah,Serang,Garam - Brand A,4000,1,10,,,,57000,,e-Wallet,,Toko Biru,3,Laki-laki
ORD00159,2025-04-08 03:14:51,Yani Ananda,Mataram,Daging Ayam - Brand B,40000,4,5,,,,56000,,e-Wallet,,TokTok,1,Perempuan
ORD00159,2025-04-08 03:14:51,Yani Ananda,Mataram,Beras - Brand B,15000,2,10,,,,0,,e-Wallet,,TokTok,1,Perempuan
ORD00296,2025-04-08 10:34:31,Erna Iskandar,Bengkulu,Beras - Brand B,15000,1,10,,,,72000,,e-Wallet,,Toko Ungu,2,Perempuan
ORD00841,2025-04-08 21:37:36,Putri Setiawan,Merauke,Minyak Goreng - Brand A,16000,1,15,,,,59000,,Kartu Kredit,,TokTok,3,Perempuan
ORD01258,2025-04-09 09:39:22,Zahra Puspita,Yogyakarta,Garam - Brand C,6000,5,5,,,,78000,,COD,,Toko Hijau,1,Perempuan
ORD00625,2025-04-09 14:25:12,Dewi Wijaya,Jayapura,Telur Ayam - Brand A,22000,4,20,,,,30000,,Kartu Kredit,,TokTok,1,Perempuan
ORD01355,2025-04-09 14:37:45,Fitri Ananda,Palembang,Daging Ayam - Brand C,45000,3,20,,,,17000,,e-Wallet,,Toko Hijau,2,Perempuan
ORD01759,2025-04-09 21:46:11,Vina Maulana,Wamena,Tepung Terigu - Brand C,14000,5,0,,,,15000,,Transfer Bank,,TokTok,4,Perempuan
ORD01686,2025-04-10 06:41:49,Wahyu Hidayat,Wamena,Gula Pasir - Brand C,18000,3,5,,,,15000,,COD,,Toko Hijau,2,Laki-laki
ORD00772,2025-04-10 07:09:41,Eka Ananda,Makassar,Bawang Merah - Brand C,40000,3,5,,,,84000,,e-Wallet,,Toko Biru,5,Perempuan
ORD01705,2025-04-10 08:15:30,Fitri Puspita,Yogyakarta,Telur Ayam - Brand C,28000,3,0,,,,78000,,e-Wallet,,TokTok,2,Perempuan
ORD01024,2025-04-10 13:16:00,Gita Saputra,Bengkulu,Gula Pasir - Brand C,18000,1,20,,,,72000,,Kartu Kredit,,Toko Ungu,3,Perempuan
ORD01563,2025-04-10 13:52:19,Putri Ramadhani,Pangkalpinang,Garam - Brand C,6000,1,15,,,,18000,,COD,,TokTok,3,Perempuan
ORD00085,2025-04-10 14:05:27,Rizky Puspita,Medan,Gula Pasir - Brand C,18000,1,20,,,,79000,,Transfer Bank,,Toko Orange,2,Laki-laki
ORD01526,2025-04-10 18:53:20,Bayu Maulana,Nabire,Bawang Merah - Brand C,40000,2,5,,,,89000,,Kartu Kredit,,Toko Hijau,1,Laki-laki
ORD01752,2025-04-10 22:20:07,Qori Halim,Pekanbaru,Telur Ayam - Brand B,25000,4,5,,,,49000,,e-Wallet,,Toko Hijau,1,Perempuan
ORD01269,2025-04-11 02:52:51,Aulia Fauziah,Padang,Minyak Goreng - Brand A,16000,1,10,,,,68000,,e-Wallet,,Toko Ungu,3,Perempuan
ORD01336,2025-04-11 06:51:07,Qori Utami,Serang,Gula Pasir - Brand A,16000,4,20,,,,57000,,Kartu Kredit,,TokTok,3,Perempuan
ORD01473,2025-04-11 08:36:23,Bella Pradipta,Banjarbaru,Garam - Brand B,5000,4,15,,,,55000,,Kartu Kredit,,TokTok,2,Perempuan
ORD01792,2025-04-11 09:06:27,Bella Ananda,Samarinda,Garam - Brand A,4000,4,10,,,,43000,,Kartu Kredit,,Toko Hijau,2,Perempuan
ORD00549,2025-04-11 15:09:51,Eka Rahmawati,Samarinda,Gula Pasir - Brand A,16000,1,5,,,,43000,,Kartu Kredit,,Toko Orange,3,Perempuan
ORD01499,2025-04-11 18:43:16,Citra Kurniawan,Merauke,Tepung Terigu - Brand C,14000,2,20,,,,59000,,Kartu Kredit,,Toko Biru,5,Perempuan
ORD00530,2025-04-11 19:54:21,Fitri Setiawan,Pekanbaru,Minyak Goreng - Brand C,18000,1,20,,,,49000,,Kartu Kredit,,Toko Orange,3,Perempuan
ORD01221,2025-04-12 07:50:31,Citra Halim,Merauke,Tepung Terigu - Brand C,14000,4,5,,,,59000,,Transfer Bank,,Toko Biru,3,Perempuan
ORD00354,2025-04-12 10:27:32,Vina Syahputra,Pekanbaru,Gula Pasir - Brand C,18000,1,5,,,,49000,,Kartu Kredit,,Toko Orange,4,Perempuan
ORD00354,2025-04-12 10:27:32,Vina Syahputra,Pekanbaru,Tepung Terigu - Brand C,14000,4,5,,,,0,,Kartu Kredit,,Toko Orange,4,Perempuan
ORD01074,2025-04-12 11:09:50,Nanda Iskandar,Pontianak,Daging Ayam - Brand B,40000,4,0,,,,85000,,Transfer Bank,,TokTok,4,Laki-laki
ORD00852,2025-04-12 15:11:50,Vina Iskandar,Manokwari,Gula Pasir - Brand B,17000,5,20,,,,18000,,e-Wallet,,Toko Biru,3,Perempuan
ORD01141,2025-04-13 02:07:31,Hana Pradipta,Jayapura,Telur Ayam - Brand A,22000,2,0,,,,30000,,e-Wallet,,TokTok,5,Perempuan
ORD00971,2025-04-13 02:08:50,Tono Ananda,Kendari,Telur Ayam - Brand A,22000,5,5,,,,59000,,Kartu Kredit,,Toko Biru,1,Laki-laki
ORD00834,2025-04-13 06:25:53,Clara Budiman,Manado,Minyak Goreng - Brand C,18000,1,20,,,,93000,,COD,,Toko Hijau,3,Perempuan
ORD00257,2025-04-13 06:54:41,Kartika Saputra,Palu,Bawang Merah - Brand C,40000,5,20,,,,67000,,COD,,Toko Hijau,5,Perempuan
ORD00257,2025-04-13 06:54:41,Kartika Saputra,Palu,Minyak Goreng - Brand B,17000,5,20,,,,0,,COD,,Toko Hijau,5,Perempuan
ORD01774,2025-04-13 07:25:40,Bella Ramadhani,Pontianak,Gula Pasir - Brand B,17000,5,5,,,,85000,,e-Wallet,,TokTok,2,Perempuan
ORD00374,2025-04-13 09:08:44,Kartika Saputra,Palu,Telur Ayam - Brand A,22000,1,15,,,,67000,,COD,,TokTok,3,Perempuan
ORD00374,2025-04-13 09:08:44,Kartika Saputra,Palu,Minyak Goreng - Brand C,18000,1,10,,,,0,,COD,,TokTok,3,Perempuan
ORD01692,2025-04-13 13:01:05,Vina Ramadhani,Jambi,Bawang Merah - Brand B,35000,2,0,,,,87000,,COD,,Toko Biru,2,Perempuan
ORD01313,2025-04-13 15:34:46,Rizky Fauziah,Sorong,Susu Bubuk - Brand A,45000,4,5,,,,87000,,Transfer Bank,,Toko Orange,1,Laki-laki
ORD00771,2025-04-13 17:08:50,Qori Halim,Pekanbaru,Beras - Brand B,15000,5,10,,,,49000,,Transfer Bank,,Toko Biru,4,Perempuan
ORD01552,2025-04-13 18:15:06,Galih Iskandar,Ambon,Minyak Goreng - Brand A,16000,1,5,,,,49000,,Transfer Bank,,Toko Ungu,2,Laki-laki
ORD01383,2025-04-13 18:45:32,Lestari Santoso,Pangkalpinang,Minyak Goreng - Brand A,16000,2,15,,,,18000,,Transfer Bank,,Toko Orange,5,Perempuan
ORD01102,2025-04-14 00:45:49,Eka Pradipta,Bandung,Bawang Merah - Brand A,30000,1,0,,,,0,,Kartu Kredit,,Toko Orange,5,Perempuan
ORD01172,2025-04-14 03:27:58,Aulia Iskandar,Surabaya,Daging Ayam - Brand C,45000,5,0,,,,74000,,Transfer Bank,,Toko Orange,1,Perempuan
ORD00921,2025-04-14 04:54:41,Bella Hidayat,Medan,Minyak Goreng - Brand B,17000,1,0,,,,79000,,Transfer Bank,,Toko Biru,3,Perempuan
ORD01294,2025-04-14 15:33:28,Dewi Rahmawati,Tanjung Selor,Susu Bubuk - Brand A,45000,5,5,,,,26000,,e-Wallet,,TokTok,5,Perempuan
ORD01072,2025-04-15 08:46:56,Andi Wijaya,Kupang,Susu Bubuk - Brand B,50000,5,0,,,,21000,,e-Wallet,,Toko Ungu,5,Laki-laki
ORD00744,2025-04-15 10:49:06,Eka Rahmawati,Samarinda,Daging Ayam - Brand B,40000,4,5,,,,43000,,Kartu Kredit,,Toko Hijau,2,Perempuan
ORD00202,2025-04-15 12:12:29,Putri Setiawan,Merauke,Garam - Brand B,5000,1,0,,,,59000,,Transfer Bank,,Toko Hijau,2,Perempuan
ORD01005,2025-04-15 18:51:56,Zahra Utami,Sofifi,Bawang Merah - Brand A,30000,3,10,,,,50000,,Kartu Kredit,,Toko Orange,4,Perempuan
ORD00497,2025-04-16 03:28:40,Putri Santoso,Yogyakarta,Tepung Terigu - Brand C,14000,4,10,,,,78000,,COD,,Toko Orange,1,Perempuan
ORD00992,2025-04-16 03:35:36,Indra Syahputra,Semarang,Beras - Brand C,16000,4,0,,,,76000,,e-Wallet,,Toko Ungu,1,Laki-laki
ORD01847,2025-04-16 08:54:59,Citra Budiman,Bandung,Beras - Brand A,14000,5,15,,,,0,,e-Wallet,,Toko Ungu,1,Perempuan
ORD00227,2025-04-16 11:19:19,Vina Kurniawan,Yogyakarta,Minyak Goreng - Brand C,18000,2,5,,,,78000,,Transfer Bank,,Toko Biru,3,Perempuan
ORD01319,2025-04-16 12:22:58,Arif Rahmawati,Palangka Raya,Tepung Terigu - Brand C,14000,4,20,,,,50000,,Transfer Bank,,Toko Orange,5,Laki-laki
ORD01746,2025-04-16 16:49:13,Bella Halim,Semarang,Susu Bubuk - Brand A,45000,2,5,,,,76000,,COD,,Toko Orange,5,Perempuan
ORD01286,2025-04-17 01:07:08,Dewi Rahmawati,Tanjung Selor,Garam - Brand B,5000,2,5,,,,26000,,Kartu Kredit,,TokTok,2,Perempuan
ORD00973,2025-04-17 14:52:24,Tono Kurniawan,Semarang,Daging Ayam - Brand B,40000,3,0,,,,76000,,COD,,Toko Orange,5,Laki-laki
ORD00280,2025-04-17 18:17:08,Lestari Ananda,Semarang,Minyak Goreng - Brand A,16000,5,10,,,,76000,,COD,,Toko Hijau,2,Perempuan
ORD01417,2025-04-17 21:52:23,Zahra Pradipta,Nabire,Daging Ayam - Brand B,40000,3,0,,,,89000,,e-Wallet,,Toko Orange,4,Perempuan
ORD00891,2025-04-17 22:45:36,Sari Budiman,Sorong,Tepung Terigu - Brand A,10000,3,20,,,,87000,,Transfer Bank,,Toko Ungu,2,Perempuan
ORD01826,2025-04-18 08:54:27,Aulia Utami,Yogyakarta,Minyak Goreng - Brand A,16000,2,0,,,,78000,,e-Wallet,,Toko Biru,5,Perempuan
ORD01015,2025-04-18 09:18:36,Sari Pradipta,Banda Aceh,Gula Pasir - Brand A,16000,5,15,,,,18000,,e-Wallet,,Toko Ungu,4,Perempuan
ORD01512,2025-04-18 17:45:56,Aulia Setiawan,Pekanbaru,Garam - Brand B,5000,1,10,,,,49000,,e-Wallet,,Toko Ungu,4,Perempuan
ORD00969,2025-04-19 03:45:44,Eka Kurniawan,Palu,Minyak Goreng - Brand B,17000,4,0,,,,67000,,COD,,Toko Ungu,2,Perempuan
ORD00407,2025-04-19 17:05:44,Aulia Utami,Yogyakarta,Telur Ayam - Brand C,28000,4,5,,,,78000,,Kartu Kredit,,Toko Hijau,1,Perempuan
ORD00831,2025-04-20 04:33:08,Qori Halim,Pekanbaru,Daging Ayam - Brand C,45000,2,20,,,,49000,,COD,,Toko Orange,1,Perempuan
ORD01592,2025-04-20 08:54:44,Sari Utami,Kendari,Susu Bubuk - Brand B,50000,1,0,,,,59000,,COD,,Toko Biru,1,Perempuan
ORD00855,2025-04-20 21:26:37,Indra Halim,Tanjung Selor,Daging Ayam - Brand C,45000,5,5,,,,26000,,Transfer Bank,,Toko Hijau,5,Laki-laki
ORD01441,2025-04-20 21:33:41,Gita Kurniawan,Yogyakarta,Gula Pasir - Brand B,17000,2,5,,,,78000,,e-Wallet,,Toko Ungu,2,Perempuan
ORD00985,2025-04-21 05:28:11,Made Kusuma,Makassar,Susu Bubuk - Brand C,55000,5,15,,,,84000,,e-Wallet,,TokTok,1,Laki-laki
ORD01020,2025-04-21 05:38:12,Dewi Ramadhani,Yogyakarta,Telur Ayam - Brand A,22000,4,0,,,,78000,,Transfer Bank,,Toko Hijau,3,Perempuan
ORD00157,2025-04-21 05:48:04,Eka Ananda,Makassar,Daging Ayam - Brand C,45000,2,10,,,,84000,,e-Wallet,,Toko Orange,5,Perempuan
ORD01534,2025-04-22 00:27:36,Bayu Fauziah,Surabaya,Gula Pasir - Brand B,17000,5,15,,,,74000,,COD,,TokTok,2,Laki-laki
ORD01448,2025-04-22 05:46:19,Erna Iskandar,Bengkulu,Susu Bubuk - Brand C,55000,5,5,,,,72000,,e-Wallet,,Toko Orange,5,Perempuan
ORD00437,2025-04-22 07:08:26,Aulia Hidayat,Pangkalpinang,Telur Ayam - Brand A,22000,4,10,,,,18000,,Transfer Bank,,Toko Hijau,5,Perempuan
ORD01452,2025-04-22 09:13:38,Dewi Hidayat,Manokwari,Beras - Brand B,15000,1,10,,,,18000,,Kartu Kredit,,Toko Ungu,3,Perempuan
ORD00941,2025-04-22 14:55:33,Sari Kusuma,Medan,Bawang Merah - Brand B,35000,5,15,,,,79000,,e-Wallet,,Toko Hijau,4,Perempuan
ORD00983,2025-04-23 00:20:44,Sari Halim,Banjarbaru,Daging Ayam - Brand B,40000,3,10,,,,55000,,Transfer Bank,,Toko Orange,2,Perempuan
ORD01372,2025-04-23 04:01:23,Budi Hidayat,Wamena,Susu Bubuk - Brand C,55000,4,5,,,,15000,,Kartu Kredit,,Toko Biru,2,Laki-laki
ORD00840,2025-04-23 11:03:22,Vina Fauziah,Merauke,Beras - Brand A,14000,1,10,,,,59000,,Kartu Kredit,,TokTok,5,Perempuan
ORD00714,2025-04-23 11:29:48,Arif Fauziah,Denpasar,Bawang Merah - Brand C,40000,3,0,,,,80000,,e-Wallet,,Toko Orange,5,Laki-laki
ORD01679,2025-04-23 17:38:20,Hana Nugroho,Surabaya,Daging Ayam - Brand A,35000,2,15,,,,74000,,e-Wallet,,Toko Biru,1,Perempuan
ORD01509,2025-04-23 20:07:48,Dewi Setiawan,Jakarta,Susu Bubuk - Brand B,50000,2,20,,,,97000,,Transfer Bank,,Toko Ungu,1,Perempuan
ORD00109,2025-04-24 14:27:05,Fitri Saputra,Jakarta,Telur Ayam - Brand B,25000,1,5,,,,97000,,Kartu Kredit,,Toko Orange,3,Perempuan
ORD00666,2025-04-24 14:43:53,Erna Hidayat,Bandar Lampung,Tepung Terigu - Brand C,14000,5,15,,,,28000,,Kartu Kredit,,Toko Hijau,4,Perempuan
ORD01069,2025-04-24 20:02:28,Gita Utami,Pangkalpinang,Garam - Brand C,6000,2,15,,,,18000,,COD,,Toko Biru,4,Perempuan
ORD01090,2025-04-25 05:31:39,Ani Hidayat,Samarinda,Garam - Brand C,6000,4,20,,,,43000,,Kartu Kredit,,Toko Ungu,3,Perempuan
ORD00729,2025-04-25 06:38:46,Dewi Utami,Bandung,Telur Ayam - Brand B,25000,3,15,,,,0,,Transfer Bank,,TokTok,3,Perempuan
ORD01650,2025-04-25 11:30:19,Qori Saputra,Palembang,Daging Ayam - Brand C,45000,3,20,,,,17000,,e-Wallet,,Toko Ungu,1,Perempuan
ORD00883,2025-04-25 13:01:39,Gita Pradipta,Jambi,Daging Ayam - Brand A,35000,2,15,,,,87000,,Transfer Bank,,Toko Orange,3,Perempuan
ORD01562,2025-04-25 15:15:05,Putri Ramadhani,Pangkalpinang,Bawang Merah - Brand A,30000,1,15,,,,18000,,Kartu Kredit,,Toko Orange,4,Perempuan
ORD01370,2025-04-25 16:17:32,Wahyu Pradipta,Jakarta,Bawang Merah - Brand B,35000,3,0,,,,97000,,COD,,Toko Orange,3,Laki-laki
ORD00250,2025-04-25 16:21:54,Lestari Budiman,Pontianak,Gula Pasir - Brand B,17000,1,0,,,,85000,,Kartu Kredit,,Toko Ungu,5,Perempuan
ORD01492,2025-04-26 05:32:10,Budi Saputra,Mataram,Beras - Brand B,15000,2,0,,,,56000,,COD,,Toko Orange,3,Laki-laki
ORD01312,2025-04-26 07:15:36,Dewi Fauziah,Samarinda,Tepung Terigu - Brand C,14000,5,0,,,,43000,,COD,,TokTok,3,Perempuan
ORD01165,2025-04-26 10:50:05,Erna Fauziah,Mataram,Garam - Brand C,6000,2,5,,,,56000,,COD,,Toko Orange,3,Perempuan
ORD01755,2025-04-26 11:05:34,Fitri Hidayat,Bengkulu,Gula Pasir - Brand C,18000,3,0,,,,72000,,COD,,TokTok,5,Perempuan
